,eol_pk,page_id,resource_pk,resource_id,citation,source,predicate,object_page_id,value_uri,normal_measurement,normal_units_uri,normal_units,measurement,units_uri,units,literal,method,remarks,sample_size,name_en
1145,R939-PK146613427,1115166,,858,R939-PK146613427,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729895,,,,,,,http://www.geonames.org/7729895,,Production year: 2018; product: Sorghum,,
1146,R939-PK146613516,1115098,,858,R939-PK146613516,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6942346,,,,,,,http://www.geonames.org/6942346,,"Production year: 2018; product: Rice, paddy",,
1147,R939-PK146613331,1115166,,858,R939-PK146613331,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3469034,,,,,,,http://www.geonames.org/3469034,,Production year: 2018; product: Sorghum,,
1148,R939-PK146614031,1115166,,858,R939-PK146614031,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/9408658,,,,,,,http://www.geonames.org/9408658,,Production year: 2018; product: Sorghum,,
1149,R939-PK146613623,1115098,,858,R939-PK146613623,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729897,,,,,,,http://www.geonames.org/7729897,,"Production year: 2018; product: Rice, paddy",,
1150,R939-PK146613522,1115166,,858,R939-PK146613522,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6942346,,,,,,,http://www.geonames.org/6942346,,Production year: 2018; product: Sorghum,,
1151,R939-PK146613848,1115098,,858,R939-PK146613848,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729884,,,,,,,http://www.geonames.org/7729884,,"Production year: 2018; product: Rice, paddy",,
1152,R939-PK146614125,1115098,,858,R939-PK146614125,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/9408659,,,,,,,http://www.geonames.org/9408659,,"Production year: 2018; product: Rice, paddy",,
1153,R939-PK146613421,1115098,,858,R939-PK146613421,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729895,,,,,,,http://www.geonames.org/7729895,,"Production year: 2018; product: Rice, paddy",,
1154,R939-PK146613298,1115098,,858,R939-PK146613298,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729894,,,,,,,http://www.geonames.org/7729894,,"Production year: 2018; product: Rice, paddy",,
1155,R939-PK146614026,1115098,,858,R939-PK146614026,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/9408658,,,,,,,http://www.geonames.org/9408658,,"Production year: 2018; product: Rice, paddy",,
1156,R939-PK146614127,1115166,,858,R939-PK146614127,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/9408659,,,,,,,http://www.geonames.org/9408659,,Production year: 2018; product: Sorghum,,
1157,R939-PK146613743,1115098,,858,R939-PK146613743,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255148,,,,,,,http://www.geonames.org/6255148,,"Production year: 2018; product: Rice, paddy",,
1158,R939-PK146613306,1115166,,858,R939-PK146613306,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729894,,,,,,,http://www.geonames.org/7729894,,Production year: 2018; product: Sorghum,,
1159,R939-PK146613853,1115166,,858,R939-PK146613853,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729884,,,,,,,http://www.geonames.org/7729884,,Production year: 2018; product: Sorghum,,
1160,R939-PK146613278,1115098,,858,R939-PK146613278,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3469034,,,,,,,http://www.geonames.org/3469034,,"Production year: 2018; product: Rice, paddy",,
1161,R939-PK146613786,1115098,,858,R939-PK146613786,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1820814,,,,,,,http://www.geonames.org/1820814,,"Production year: 2018; product: Rice, paddy",,
1162,R939-PK146613628,1115166,,858,R939-PK146613628,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729897,,,,,,,http://www.geonames.org/7729897,,Production year: 2018; product: Sorghum,,
1163,R939-PK146613185,1115166,,858,R939-PK146613185,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729893,,,,,,,http://www.geonames.org/7729893,,Production year: 2018; product: Sorghum,,
1164,R939-PK146612932,1115098,,858,R939-PK146612932,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255150,,,,,,,http://www.geonames.org/6255150,,"Production year: 2018; product: Rice, paddy",,
1165,R939-PK146612605,1115098,,858,R939-PK146612605,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729890,,,,,,,http://www.geonames.org/7729890,,"Production year: 2018; product: Rice, paddy",,
1166,R939-PK146612500,1115098,,858,R939-PK146612500,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/10861432,,,,,,,http://www.geonames.org/10861432,,"Production year: 2018; product: Rice, paddy",,
1167,R939-PK146612717,1115098,,858,R939-PK146612717,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729892,,,,,,,http://www.geonames.org/7729892,,"Production year: 2018; product: Rice, paddy",,
1168,R939-PK146612611,1115166,,858,R939-PK146612611,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729890,,,,,,,http://www.geonames.org/7729890,,Production year: 2018; product: Sorghum,,
1169,R939-PK146612811,1115166,,858,R939-PK146612811,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729891,,,,,,,http://www.geonames.org/7729891,,Production year: 2018; product: Sorghum,,
1170,R939-PK146612941,1115166,,858,R939-PK146612941,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255150,,,,,,,http://www.geonames.org/6255150,,Production year: 2018; product: Sorghum,,
1171,R939-PK146612507,1115166,,858,R939-PK146612507,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/10861432,,,,,,,http://www.geonames.org/10861432,,Production year: 2018; product: Sorghum,,
1172,R939-PK146613180,1115098,,858,R939-PK146613180,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729893,,,,,,,http://www.geonames.org/7729893,,"Production year: 2018; product: Rice, paddy",,
1173,R939-PK146612806,1115098,,858,R939-PK146612806,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729891,,,,,,,http://www.geonames.org/7729891,,"Production year: 2018; product: Rice, paddy",,
1174,R939-PK146612636,1115166,,858,R939-PK146612636,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/933860,,,,,,,http://www.geonames.org/933860,,Production year: 2018; product: Sorghum,,
1175,R939-PK146612280,1115098,,858,R939-PK146612280,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/9406051,,,,,,,http://www.geonames.org/9406051,,"Production year: 2018; product: Rice, paddy",,
1176,R939-PK146612374,1115098,,858,R939-PK146612374,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729885,,,,,,,http://www.geonames.org/7729885,,"Production year: 2018; product: Rice, paddy",,
1177,R939-PK146613086,1115166,,858,R939-PK146613086,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255147,,,,,,,http://www.geonames.org/6255147,,Production year: 2018; product: Sorghum,,
1178,R939-PK146612724,1115166,,858,R939-PK146612724,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729892,,,,,,,http://www.geonames.org/7729892,,Production year: 2018; product: Sorghum,,
1179,R939-PK146612284,1115166,,858,R939-PK146612284,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/9406051,,,,,,,http://www.geonames.org/9406051,,Production year: 2018; product: Sorghum,,
1180,R939-PK146612202,1115166,,858,R939-PK146612202,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729887,,,,,,,http://www.geonames.org/7729887,,Production year: 2018; product: Sorghum,,
1181,R939-PK146612379,1115166,,858,R939-PK146612379,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729885,,,,,,,http://www.geonames.org/7729885,,Production year: 2018; product: Sorghum,,
1182,R939-PK146613078,1115098,,858,R939-PK146613078,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255147,,,,,,,http://www.geonames.org/6255147,,"Production year: 2018; product: Rice, paddy",,
1183,R939-PK146612196,1115098,,858,R939-PK146612196,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729887,,,,,,,http://www.geonames.org/7729887,,"Production year: 2018; product: Rice, paddy",,
1184,R939-PK146611340,1115166,,858,R939-PK146611340,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6252001,,,,,,,http://www.geonames.org/6252001,,Production year: 2018; product: Sorghum,,
1185,R939-PK146611464,1115166,,858,R939-PK146611464,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1512440,,,,,,,http://www.geonames.org/1512440,,Production year: 2018; product: Sorghum,,
1186,R939-PK146611335,1115098,,858,R939-PK146611335,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6252001,,,,,,,http://www.geonames.org/6252001,,"Production year: 2018; product: Rice, paddy",,
1187,R939-PK146611767,1115166,,858,R939-PK146611767,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3923057,,,,,,,http://www.geonames.org/3923057,,Production year: 2018; product: Sorghum,,
1188,R939-PK146611581,1115166,,858,R939-PK146611581,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1562822,,,,,,,http://www.geonames.org/1562822,,Production year: 2018; product: Sorghum,,
1189,R939-PK146611391,1115098,,858,R939-PK146611391,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3439705,,,,,,,http://www.geonames.org/3439705,,"Production year: 2018; product: Rice, paddy",,
1190,R939-PK146612101,1115166,,858,R939-PK146612101,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729886,,,,,,,http://www.geonames.org/7729886,,Production year: 2018; product: Sorghum,,
1191,R939-PK146611575,1115098,,858,R939-PK146611575,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1562822,,,,,,,http://www.geonames.org/1562822,,"Production year: 2018; product: Rice, paddy",,
1192,R939-PK146611685,1115166,,858,R939-PK146611685,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/895949,,,,,,,http://www.geonames.org/895949,,Production year: 2018; product: Sorghum,,
1193,R939-PK146611458,1115098,,858,R939-PK146611458,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1512440,,,,,,,http://www.geonames.org/1512440,,"Production year: 2018; product: Rice, paddy",,
1194,R939-PK146611749,1115166,,858,R939-PK146611749,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/878675,,,,,,,http://www.geonames.org/878675,,Production year: 2018; product: Sorghum,,
1195,R939-PK146611393,1115166,,858,R939-PK146611393,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3439705,,,,,,,http://www.geonames.org/3439705,,Production year: 2018; product: Sorghum,,
1196,R939-PK146612003,1115166,,858,R939-PK146612003,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729889,,,,,,,http://www.geonames.org/7729889,,Production year: 2018; product: Sorghum,,
1197,R939-PK146611747,1115098,,858,R939-PK146611747,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/878675,,,,,,,http://www.geonames.org/878675,,"Production year: 2018; product: Rice, paddy",,
1198,R939-PK146611998,1115098,,858,R939-PK146611998,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729889,,,,,,,http://www.geonames.org/7729889,,"Production year: 2018; product: Rice, paddy",,
1199,R939-PK146611524,1115098,,858,R939-PK146611524,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3625428,,,,,,,http://www.geonames.org/3625428,,"Production year: 2018; product: Rice, paddy",,
1200,R939-PK146612095,1115098,,858,R939-PK146612095,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7729886,,,,,,,http://www.geonames.org/7729886,,"Production year: 2018; product: Rice, paddy",,
1201,R939-PK146611761,1115098,,858,R939-PK146611761,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3923057,,,,,,,http://www.geonames.org/3923057,,"Production year: 2018; product: Rice, paddy",,
1202,R939-PK146611529,1115166,,858,R939-PK146611529,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3625428,,,,,,,http://www.geonames.org/3625428,,Production year: 2018; product: Sorghum,,
1203,R939-PK146611881,1115098,,858,R939-PK146611881,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255146,,,,,,,http://www.geonames.org/6255146,,"Production year: 2018; product: Rice, paddy",,
1204,R939-PK146611683,1115098,,858,R939-PK146611683,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/895949,,,,,,,http://www.geonames.org/895949,,"Production year: 2018; product: Rice, paddy",,
1205,R939-PK146611259,1115166,,858,R939-PK146611259,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/149590,,,,,,,http://www.geonames.org/149590,,Production year: 2018; product: Sorghum,,
1206,R939-PK146611645,1115166,,858,R939-PK146611645,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/69543,,,,,,,http://www.geonames.org/69543,,Production year: 2018; product: Sorghum,,
1207,R939-PK146611888,1115166,,858,R939-PK146611888,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6255146,,,,,,,http://www.geonames.org/6255146,,Production year: 2018; product: Sorghum,,
1208,R939-PK146611253,1115098,,858,R939-PK146611253,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/149590,,,,,,,http://www.geonames.org/149590,,"Production year: 2018; product: Rice, paddy",,
1209,R939-PK146610761,1115098,,858,R939-PK146610761,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2363686,,,,,,,http://www.geonames.org/2363686,,"Production year: 2018; product: Rice, paddy",,
1210,R939-PK146610728,1115098,,858,R939-PK146610728,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1966436,,,,,,,http://www.geonames.org/1966436,,"Production year: 2018; product: Rice, paddy",,
1211,R939-PK146610691,1115166,,858,R939-PK146610691,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1605651,,,,,,,http://www.geonames.org/1605651,,Production year: 2018; product: Sorghum,,
1212,R939-PK146610618,1115098,,858,R939-PK146610618,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1220409,,,,,,,http://www.geonames.org/1220409,,"Production year: 2018; product: Rice, paddy",,
1213,R939-PK146610654,1115098,,858,R939-PK146610654,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2395170,,,,,,,http://www.geonames.org/2395170,,"Production year: 2018; product: Rice, paddy",,
1214,R939-PK146610685,1115098,,858,R939-PK146610685,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1605651,,,,,,,http://www.geonames.org/1605651,,"Production year: 2018; product: Rice, paddy",,
1215,R939-PK146611122,1115098,,858,R939-PK146611122,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/690791,,,,,,,http://www.geonames.org/690791,,"Production year: 2018; product: Rice, paddy",,
1216,R939-PK146611182,1115098,,858,R939-PK146611182,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1252634,,,,,,,http://www.geonames.org/1252634,,"Production year: 2018; product: Rice, paddy",,
1217,R939-PK146611011,1115098,,858,R939-PK146611011,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1218197,,,,,,,http://www.geonames.org/1218197,,"Production year: 2018; product: Rice, paddy",,
1218,R939-PK146611015,1115166,,858,R939-PK146611015,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1218197,,,,,,,http://www.geonames.org/1218197,,Production year: 2018; product: Sorghum,,
1219,R939-PK146610568,1115098,,858,R939-PK146610568,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/163843,,,,,,,http://www.geonames.org/163843,,"Production year: 2018; product: Rice, paddy",,
1220,R939-PK146610764,1115166,,858,R939-PK146610764,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2363686,,,,,,,http://www.geonames.org/2363686,,Production year: 2018; product: Sorghum,,
1221,R939-PK146610328,1115098,,858,R939-PK146610328,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1227603,,,,,,,http://www.geonames.org/1227603,,"Production year: 2018; product: Rice, paddy",,
1222,R939-PK146610332,1115166,,858,R939-PK146610332,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1227603,,,,,,,http://www.geonames.org/1227603,,Production year: 2018; product: Sorghum,,
1223,R939-PK146610376,1115166,,858,R939-PK146610376,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/366755,,,,,,,http://www.geonames.org/366755,,Production year: 2018; product: Sorghum,,
1224,R939-PK146611052,1115166,,858,R939-PK146611052,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/226074,,,,,,,http://www.geonames.org/226074,,Production year: 2018; product: Sorghum,,
1225,R939-PK146610273,1115098,,858,R939-PK146610273,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2510769,,,,,,,http://www.geonames.org/2510769,,"Production year: 2018; product: Rice, paddy",,
1226,R939-PK146611048,1115098,,858,R939-PK146611048,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/226074,,,,,,,http://www.geonames.org/226074,,"Production year: 2018; product: Rice, paddy",,
1227,R939-PK146610229,1115166,,858,R939-PK146610229,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3582678,,,,,,,http://www.geonames.org/3582678,,Production year: 2018; product: Sorghum,,
1228,R939-PK146610964,1115098,,858,R939-PK146610964,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/298795,,,,,,,http://www.geonames.org/298795,,"Production year: 2018; product: Rice, paddy",,
1229,R939-PK146610882,1115166,,858,R939-PK146610882,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2464461,,,,,,,http://www.geonames.org/2464461,,Production year: 2018; product: Sorghum,,
1230,R939-PK146610373,1115098,,858,R939-PK146610373,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/366755,,,,,,,http://www.geonames.org/366755,,"Production year: 2018; product: Rice, paddy",,
1231,R939-PK146611163,1115166,,858,R939-PK146611163,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/290557,,,,,,,http://www.geonames.org/290557,,Production year: 2018; product: Sorghum,,
1232,R939-PK146610210,1115098,,858,R939-PK146610210,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3582678,,,,,,,http://www.geonames.org/3582678,,"Production year: 2018; product: Rice, paddy",,
1233,R939-PK146610970,1115166,,858,R939-PK146610970,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/298795,,,,,,,http://www.geonames.org/298795,,Production year: 2018; product: Sorghum,,
1234,R939-PK146610408,1115098,,858,R939-PK146610408,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3382998,,,,,,,http://www.geonames.org/3382998,,"Production year: 2018; product: Rice, paddy",,
1235,R939-PK146610814,1115098,,858,R939-PK146610814,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3573591,,,,,,,http://www.geonames.org/3573591,,"Production year: 2018; product: Rice, paddy",,
1236,R939-PK146610623,1115166,,858,R939-PK146610623,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1220409,,,,,,,http://www.geonames.org/1220409,,Production year: 2018; product: Sorghum,,
1237,R939-PK146610677,1115166,,858,R939-PK146610677,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2395170,,,,,,,http://www.geonames.org/2395170,,Production year: 2018; product: Sorghum,,
1238,R939-PK146610571,1115166,,858,R939-PK146610571,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/163843,,,,,,,http://www.geonames.org/163843,,Production year: 2018; product: Sorghum,,
1239,R939-PK146611125,1115166,,858,R939-PK146611125,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/690791,,,,,,,http://www.geonames.org/690791,,Production year: 2018; product: Sorghum,,
1240,R939-PK146610277,1115166,,858,R939-PK146610277,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2510769,,,,,,,http://www.geonames.org/2510769,,Production year: 2018; product: Sorghum,,
1241,R939-PK146610184,1115166,,858,R939-PK146610184,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/7909807,,,,,,,http://www.geonames.org/7909807,,Production year: 2018; product: Sorghum,,
1242,R939-PK146609549,1115166,,858,R939-PK146609549,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2017370,,,,,,,http://www.geonames.org/2017370,,Production year: 2018; product: Sorghum,,
1243,R939-PK146609784,1115098,,858,R939-PK146609784,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2245662,,,,,,,http://www.geonames.org/2245662,,"Production year: 2018; product: Rice, paddy",,
1244,R939-PK146609311,1115166,,858,R939-PK146609311,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/1835841,,,,,,,http://www.geonames.org/1835841,,Production year: 2018; product: Sorghum,,
1245,R939-PK146610066,1115166,,858,R939-PK146610066,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/51537,,,,,,,http://www.geonames.org/51537,,Production year: 2018; product: Sorghum,,
1246,R939-PK146610041,1115098,,858,R939-PK146610041,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2103350,,,,,,,http://www.geonames.org/2103350,,"Production year: 2018; product: Rice, paddy",,
1247,R939-PK146609419,1115098,,858,R939-PK146609419,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/935317,,,,,,,http://www.geonames.org/935317,,"Production year: 2018; product: Rice, paddy",,
1248,R939-PK146610131,1115166,,858,R939-PK146610131,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/953987,,,,,,,http://www.geonames.org/953987,,Production year: 2018; product: Sorghum,,
1249,R939-PK146609483,1115098,,858,R939-PK146609483,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/798549,,,,,,,http://www.geonames.org/798549,,"Production year: 2018; product: Rice, paddy",,
1250,R939-PK146609883,1115166,,858,R939-PK146609883,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2403846,,,,,,,http://www.geonames.org/2403846,,Production year: 2018; product: Sorghum,,
1251,R939-PK146609596,1115166,,858,R939-PK146609596,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/49518,,,,,,,http://www.geonames.org/49518,,Production year: 2018; product: Sorghum,,
1252,R939-PK146609373,1115166,,858,R939-PK146609373,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/617790,,,,,,,http://www.geonames.org/617790,,Production year: 2018; product: Sorghum,,
1253,R939-PK146609835,1115166,,858,R939-PK146609835,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/6290252,,,,,,,http://www.geonames.org/6290252,,Production year: 2018; product: Sorghum,,
1254,R939-PK146609677,1115098,,858,R939-PK146609677,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3577815,,,,,,,http://www.geonames.org/3577815,,"Production year: 2018; product: Rice, paddy",,
1255,R939-PK146610063,1115098,,858,R939-PK146610063,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/51537,,,,,,,http://www.geonames.org/51537,,"Production year: 2018; product: Rice, paddy",,
1256,R939-PK146609370,1115098,,858,R939-PK146609370,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/617790,,,,,,,http://www.geonames.org/617790,,"Production year: 2018; product: Rice, paddy",,
1257,R939-PK146609954,1115166,,858,R939-PK146609954,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/3057568,,,,,,,http://www.geonames.org/3057568,,Production year: 2018; product: Sorghum,,
1258,R939-PK146609546,1115098,,858,R939-PK146609546,http://www.fao.org/faostat/en/#data,https://eol.org/schema/terms/cultivated_in,,http://www.geonames.org/2017370,,,,,,,http://www.geonames.org/2017370,,"Production year: 2018; product: Rice, paddy",,
